"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97836353,S/Ku,"Edwards, Betty",Garantiert zeichnen lernen,das Geheimnis der rechten Hirn-Hemisphäre und die Befreiung unserer schöpferischen Gestaltungskräfte,DM 39.80 / 17. Aufl / 235 S,Reinbek bei Hamburg : Rowohlt,1999,0,3-498-01624-5,,,10/12/2011,0,02/15/2022,0,,007307,0,1,0,0,1,FALSE,0,1
97836361,S/Ku 700/1,,Akita Almanac Living and Nature,,,Soensha,1966,0,,,,10/12/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836469,S/G 751,"Rößler, H.",Deutsche Geschichte,,,Bertelsmann,1961,0,,,,10/12/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836477,S/G 73,"Faber,Gustav",Denk ich an Deutschland...,Neun Reisen,,Insel,1975,0,,,,10/12/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836531,S/G 367,"Burckhardt, Jacob",Weltgeschichtliche Betrachtungen,,,Neske,,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836558,S/G 750,"Meyer, Hermann",Weltgeschichte,,,Bertelsmann,,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836590,S/G 1973,"Trease, Geoffrey / Schumacher, Hanns",Freiheit für Sizilien,,213 S,Frankfurt am Main : Fischer-Taschenbuch-Verl.,1998,0,3-596-80127-3,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836612,S/G 1972,"Trease, Geoffrey",Der Donner von Valmy,,255 S,Frankfurt am Main : Fischer-Taschenbuch-Verl.,1998,0,3-596-80128-1,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836620,S/G 77,Heerdt-Heumann,Unser Weg durch die Geschichte,,,Hirschgraben,1969,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836663,S/G 78,"Fernau, Joachim",Sprechen wir über Preußen,die Geschichte der armen Leute,DM 19.80 / 5. Aufl / 314 S,München [u.a.] : Herbig,1991,0,3776611464,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836671,S/G 971/1,"Ashley, Maurice",Das Zeitalter des Absolutismus,von 1648 bis 1775,334 S.  / Ill,München : Heyne,1978,334,3453480457,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836698,S/G 79,"Pleticha, Heinrich",Weltgeschichte,"Alte Völker,neue Staaten",Lizenzausg / 352 S,Gütersloh : Bertelsmann Lexikon-Verl,1989,0,3570096599,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836701,S/G,"òTevet, Shabtai / Fleck, Philipp F. W / Degner, Helmut / Dayy¯an, Mose",Moshe Dayan,"Politiker, Soldat, Legende","(1.-20. Tsd. / 432 S., mehr. Bl. Abb",(Hamburg) : Hoffmann u. Campe,1973,432,3455077056,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836728,S/G 973,"Herrmann, Paul",Sieben vorbei und acht verweht,d. Abenteuer d. frühen Entdeckungen,"DM 8.80 / Ungekürzte Lizenzausg., [5. Aufl.], 46. - 50. Tsd / 533 S  / Ill., Kt",Reinbek bei Hamburg : Rowohlt,1976,0,3499166461,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836736,S/G 970,"Simon, Edith / Lilje, Hanns","Ketzer, Bauern, Jesuiten",Reformation und Gegenreformation,188 S.  / Ill.,Reinbek bei Hamburg : Rowohlt-Taschenbuch-Verl.,1979,188,3499180367,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836744,S/G 81,"Blitzer, Charles","Söldner, Diener, Majestäten",barocker Absolutismus,24. - 28. Tsd / 189 S.  / zahlr. Ill,Reinbek bei Hamburg : Rowohlt,1979,189,3499180375,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836760,S/G 82,"Wedgwood, C. V",Der Dreissigjährige Krieg,,,Reinbek bei Hamburg : Rowohlt-Taschenbuch-Verl.,1978,0,3404005678,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836779,S/G 996,"Reiche, Dietlof",Der Bleisiegelfälscher,dieser Roman spielt im Jahre 1613 in der Freien Reichsstadt Nördlingen,422 S  / Ill,Kevelaer [u.a.] : Anrich,1977,0,3920110374,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836787,S/G 665,"Löhndorff, Ernst F.","Trommle, Piet!",Deutsche Landsknechte im Urwald,,Schünemann,1934,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836795,S/G 1463,"Röhrig, Tilman",In dreihundert Jahren vielleicht,,DM 16.80 / 8. Aufl / 148 S,Würzburg : Arena,1992,0,3401039814,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836841,S/G 84,"Ebeling, Hans",Deutsche Geschichte,Mittelalter,,Westermann,1952,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836868,S/G 85,"Ebeling, Hans",Deutsche Geschichte,Frühe Kulturen,,Westermann,1950,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836884,S/G 1509,"Borst, Otto",Alltagsleben im Mittelalter,,,Insel,1983,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836892,S/G 86,"Fassbinder, Kortz",Die Welt des Mittelalters,,,Aschendorffsche,1946,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836906,S/G 87,"Aick, Gerhard",Rittersagen des Mittelalters,,,Ueberreuter,,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836914,S/G 49,"De Kay, Ormonde / Mihm, Reinhard / Shapiro, Irwin",Imperialismus und 1. Weltkrieg,Illustrierte Weltgeschichte 13,"DM 12.80 / 93 S  / zahlr. Ill., Kt",Hamburg : Neuer Tessloff-Verl.,1969,0,3788605138,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836922,S/G 66,"Schlunk, Andreas / Giersch, Robert",Die Ritter,"Geschichte - Kultur - Alltagsleben ; [Begleitbuch zur Ausstellung ""Die Ritter"" im Historischen Museum der Pfalz Speyer, 30. März 2003 - 16. Oktober 20","24.90 EUR, 42.00 CHF / 159 S  / zahlr. Ill., Kt",Stuttgart : Theiss,2003,0,3806217912,,,10/13/2011,0,02/28/2012,0,,001139,0,1,0,0,0,FALSE,0,1
97836930,S/G 67,"Schneider, Rolf / Leier, Manfred",Vor 1000 Jahren,Alltag im Mittelalter,"255 S  / Ill., Kt",Augsburg : Weltbild,1999,0,3-89604-673-X,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836949,S/G 1107,"Miquel, Pierre / Probst, Pierre",So lebten sie zur Zeit der Ritter und Burgen,1250-1350 ; die Tierwelt jener Zeit,DM 19.80 / [Nachdruck / 67 S.,Nürnberg : Tessloff,1979,67,3788608277,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836957,S/G 65,"Yapp, Nick / Katzschmann, Dirk / Jammers, Frohmut / Fink, Cornelia",Lebensalltag im Mittelalter,,DM 54.90 / 1. Nachdr / 160 S.  / 29 cm,Stuttgart : Verl. Das Beste,1995,160,3870705248,,,10/13/2011,0,03/01/2018,0,,003514,0,1,0,0,0,FALSE,0,1
97836965,S/G 46,"Evans, Joan / Litten, Fanny",Blüte des Mittelalters,Die Welt d. Ritter u.d. Mönche,219 S  / 365 Ill. u. graph. Darst,Eltville am Rhein : Rheingauer Verlagsgesellschaft,1986,0,3881020772,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97836981,S/G 63,"Milger, Peter",Die Kreuzzüge,,,Bertelsmann,1988,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837007,S/G 1465,"Stephan-Kühn, Freya",Viel Spass im Mittelalter!,Spiel- u. Lesebuch zur mittelalterl. Geschichte,2. Aufl / 144 S  / zahlr. Ill,Würzburg : Arena,1984,0,3401040898,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837066,S/G 1311,"Miquel, Pierre",So lebten sie zur Zeit der ersten Eisenbahn,1830 - 1860,68 S,Hamburg : Tesloff,1979,0,3788608269,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837074,S/G 1536,"Miquel, Pierre / Le Gall, Yvon",So lebten sie zur Zeit der römischen Legionäre,Die Tiere in jener Zeit,DM 19.80 / [Nachdruck / 67 S.  / Ill.,Nürnberg : Tessloff-Verl.,1981,67,3788608358,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837082,S/G 1308,"Townson, Duncan / Embleton, Gerry / Höpfner, Thomas M",Berühmte Feldherren und Generale,,"DM 12.80 / 48 S  / zahlr. Ill., Kt",Hamburg : Tessloff,1978,0,3788604573,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837090,S/G 1012,"Melegari,Vezio", Die Geschichte der Piraten,,63 S  / zahlr. Ill,Nürnberg : Tessloff,1978,0,3788608536,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837104,S/G 1309,"Justice, Jennifer L / McBride, Angus / Höpfner, Thomas M",Waffen und Kriege,,"DM 12.80 / 48 S  / zahlr. Ill., graph. Darst., Kt",Hamburg : Tessloff,1977,0,3788604530,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837112,S/G 1435,"Rieupeyrout, Jean-Louis / Miralles, José Maria",So lebten sie zur Zeit des Wilden Westens,die Tierwelt in jener Zeit,DM 19.80 / [Nachdruck / 67 S.  / Ill.,Hamburg : Tessloff-Verl.,1980,67,3788608323,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837120,S/G 1283,"Connolly, Peter",Pompeji,,DM 28.00 / [Nachdruck / 77 S.  / Ill.,Hamburg : Tessloff-Verl.,1979,77,     3788601833,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837201,S/G 2131,"Hetmann, Frederik / Stiller, Günther / Kirsch, Hans Christian",Amerika-Saga,"von Cowboys, Tramps u. Desperados","223 S.  / Ill., Notenbeisp.",Hamburg : Oetinger,1987,223,3789115649,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837228,S/G 170,"Winkler, Walter",Sohn des Himmels und der Hölle,Kaiser Friedrich II.,,Loewe,1965,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837236,S/G 1380,"Thadden, Wiebke von","Brun, Geisel des Königs im Reiche der Franken",vom Königreich d. Franken zum Kaiserreich von Aachen,"2. Aufl / 270 S., 2 Kt",München : Dt. Taschenbuch-Verl.,1982,270,3423079290,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837252,S/G 501,"Hetmann, Frederik",Männer übers Meer verweht,Wikinger,,Loewe,1974,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837260,S/S,Guinness,Guinness World Records 2010,Das Buch des Jahrzehnts,defekt,,2009,0,01057439,,,10/13/2011,0,08/23/2013,0,,003239,0,1,2,0,0,FALSE,0,14
97837295,S/Rel 546 d,"Luther, Martin",Die 95 Thesen,,,,1983,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837341,S/Rel 432,Augustinus,Bekenntnisse und Gottesstaat,,,Kröner,1965,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837368,S/Rel 52 c,"Busch, Gabriel",Das Lächeln - Eine kleine Zugabe,,,Reckinger,1973,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837376,S/Rel 868,"Decker, Rainer",Die Päpste und die Hexen,aus den geheimen Akten der Inquisition,"EUR 24.90, sfr 42.30 / 184 S.  / Ill.",Darmstadt : Primus-Verl.,2003,184,3-89678-235-5,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837384,S/Rel 52,"Goes, Albrecht",Von Mensch zu Mensch,,,Fischer,1959,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837392,S/Rel 448,Gracian,Handorakel und Kunst der Weltklugheit,,,Kröner,1973,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837422,S/Rel 546,"Küng, Hans",Christ sein,,,Piper,1974,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837457,S/Rel 349 b,"Hampe, Johann Christoph",Was die Welt mir bietet,,,Kiefel,1979,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837465,S/Rel 348,"Kahl, Joachim",Das Elend des Christentums,,,rororo,1968,0,,,,10/13/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837503,S/Rel 738,"Rölli, Alois",Zu Gottes Herrlichkeit,,,Walter,1956,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837538,S/Rel,"Crispino, Anna Maria / Giovannini, Fabio / Zatterin, Marco / Raith, Werner",Das Buch vom Teufel,"Geschichte, Kult, Erscheinungsformen",187 S  / zahlr. Ill,Frankfurt am Main : Eichborn,1987,0,3821810459,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837562,S/Rel,"Meves, Christa",Wahrheit befreit,Argumente für den katholischen Glauben gegen die Anwürfe der Moderne aus psychologischer Sicht,"DM 19.00, sfr 18.00, S 148.00 / 2. Aufl., 6. - 15. Tsd / 192 S  / Ill",Stein am Rhein : Christiana-Verl.,1994,0,3717109715,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837570,S/Rel,"Meves, Christa",So ihr nicht werdet wie die Kinder,,116 S  / zahlr. Ill,Stuttgart : Kreuz,1979,0,3783105706,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837597,S/Rel 221,"Schweitzer, Albert",Aus meinem Leben und Denken,,,Stuttgarter,,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837651,S/Rel 625,"Zahrnt, Heinz",Gott kann nicht sterben,,,dtv,1973,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837678,S/Rel 626,"Zahrnt, Heinz",Wozu ist das Christentum gut ?,,,dtv,1975,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837686,S/Rel 1823,"Hastings, Selina",Illustrierte Bibel für Kinder,,DM 39.80 / 320 S.  / überw. Ill,Augsburg : Pattloch-Verl.,1994,320,3629010601,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837694,S/Rel 569,"Kock, Erich",Du Grund unserer Freude,ein Marienbuch,3. Aufl. / 144 S.  / zahlr. Ill,Limburg : Lahn-Verl.,1989,144,3784026311,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837724,S/G 1930,"Stephan-Kühn, Freya / Rettich, Rolf",Viel Spaß mit den Römern!,,"Leicht gekürzte Fassung der gebundenen Ausg., 6. Aufl / 191 S  / zahlr. Ill",Würzburg : Arena,2002,0,3401017594,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837732,S/G 1926,"Kustermans, Paul / Mrotzek, Siegfried",Die Legion in der Falle,,239 S  / Kt,[Ravensburg] : Ravensburger Buchverl.,1996,0,3473541443,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837759,S/G 6,"Frey, Gottfried",Geschichte des Altertums,,,Lehrmittel Verlag,1955,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837783,S/G 5,"Kirsten-Noé,Margarete",Geschichte des Altertums,,,Klett,1955,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837848,S/G 471,Platon,Der Staat,,,Kröner,1973,0,,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837872,S/G 1843,"Wood, Barbara / Gharbi, Xénia",Der Fluch der Schriftrollen,Roman,298 S,Frankfurt am Main : Fischer Taschenbuch-Verl.,1994,0,3596120314,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97837899,S/G 1381,"Sutcliff, Rosemary / Wodtke, Ilse",Der Adler der Neunten Legion,eine Erzählung aus der Zeit der römischen Besetzung Britanniens,"DM 12.90, S 95.00 / Bearb. Neuausg. nach den Regeln der Rechtsachreibreform, 29. Aufl / 414 S  / Kt",München : Dt. Taschenbuch-Verl.,2004,0,3423070129,,,10/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
